mfgtxt,campno,mfgcampno,rclsubj,odate,odateend,rptno,rptqtr,involved,ttlremedied,ttlunreach,ttlremoved,submdate
Volvo Trucks North America,16V735000,RVXX1606,Ball Joints may Fail due to Corrosion,20161202,20161202,4,2017-03-01,4177,2750,0,0,20171002
Volvo Trucks North America,16V735000,RVXX1606,Ball Joints may Fail due to Corrosion,20161202,20161202,5,2017-04-01,4177,2902,0,0,20180103
Volvo Trucks North America,16V735000,RVXX1606,Ball Joints may Fail due to Corrosion,20161202,20161202,6,2018-01-01,4177,3003,0,0,20180405
Chrysler (FCA US LLC),16V736000,S75,Improper Driver Air Bag Wire Routing,20161117,20161117,1,2016-04-01,14,1,0,0,20170124
Chrysler (FCA US LLC),16V736000,S75,Improper Driver Air Bag Wire Routing,20161117,20161117,2,2017-01-01,14,7,0,0,20170411
Chrysler (FCA US LLC),16V736000,S75,Improper Driver Air Bag Wire Routing,20161117,20161117,3,2017-02-01,14,11,0,0,20170719
Chrysler (FCA US LLC),16V736000,S75,Improper Driver Air Bag Wire Routing,20161117,20161117,4,2017-03-01,14,12,0,0,20171020
Chrysler (FCA US LLC),16V736000,S75,Improper Driver Air Bag Wire Routing,20161117,20161117,5,2017-04-01,14,12,0,0,20180116
Chrysler (FCA US LLC),16V736000,S75,Improper Driver Air Bag Wire Routing,20161117,20161117,6,2018-01-01,14,12,0,0,20180417
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,1,2016-04-01,17,0,0,0,20170111
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,2,2017-01-01,17,0,0,0,20170412
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,3,2017-02-01,17,1,0,0,20170714
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,4,2017-03-01,17,3,0,0,20171010
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,5,2017-04-01,17,4,0,0,20180115
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,6,2018-01-01,17,4,0,0,20180424
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,7,2018-02-01,17,4,0,0,20180723
E-One Incorporated,16V737000,,Pump Drive Shaft or Bearings may Loosen ,20161129,20161129,8,2018-03-01,17,4,0,0,20181031
"Subaru of America, Inc.",16V738000,WTM-73,Power Relay may Fail Allowing Air Pump to Overheat,20161216,20161216,1,2016-04-01,100127,15807,0,0,20170123
"Subaru of America, Inc.",16V738000,WTM-73,Power Relay may Fail Allowing Air Pump to Overheat,20161216,20161216,2,2017-01-01,100127,36259,0,0,20170412
"Subaru of America, Inc.",16V738000,WTM-73,Power Relay may Fail Allowing Air Pump to Overheat,20161216,20161216,3,2017-02-01,100127,44092,3801,0,20170714
"Subaru of America, Inc.",16V738000,WTM-73,Power Relay may Fail Allowing Air Pump to Overheat,20161216,20161216,4,2017-03-01,100127,49674,3801,0,20171006
"Subaru of America, Inc.",16V738000,WTM-73,Power Relay may Fail Allowing Air Pump to Overheat,20161216,20161216,5,2017-04-01,100127,55512,3801,0,20180108
"Subaru of America, Inc.",16V738000,WTM-73,Power Relay may Fail Allowing Air Pump to Overheat,20161216,20161216,6,2018-01-01,100127,60981,3801,0,20180420
Chrysler (FCA US LLC),16V739000,S68,Alternator may Fail Resulting in Engine Stall/Fire,20161223,20161223,1,2016-04-01,74823,179,2848,345,20170124
Chrysler (FCA US LLC),16V739000,S68,Alternator may Fail Resulting in Engine Stall/Fire,20161223,20161223,2,2017-01-01,74823,19816,2174,341,20170411
Chrysler (FCA US LLC),16V739000,S68,Alternator may Fail Resulting in Engine Stall/Fire,20161223,20161223,3,2017-02-01,74823,29447,1851,339,20170719
Chrysler (FCA US LLC),16V739000,S68,Alternator may Fail Resulting in Engine Stall/Fire,20161223,20161223,4,2017-03-01,74811,35971,2761,3738,20171020
Chrysler (FCA US LLC),16V739000,S68,Alternator may Fail Resulting in Engine Stall/Fire,20161223,20161223,5,2017-04-01,74811,40941,2545,3530,20180116
Chrysler (FCA US LLC),16V739000,S68,Alternator may Fail Resulting in Engine Stall/Fire,20161223,20161223,6,2018-01-01,74811,44453,2161,4231,20180417
Chrysler (FCA US LLC),16V739000,S68,Alternator may Fail Resulting in Engine Stall/Fire,20161223,20161223,7,2018-02-01,74811,47157,2035,4110,20180718
"MORBARK, INC.",16V740000,,Incorrect Location of Side Marker Lights/FMVSS 108,20170109,20170109,1,2017-01-01,3331,31,2614,0,20180430
"MORBARK, INC.",16V740000,,Incorrect Location of Side Marker Lights/FMVSS 108,20170109,20170109,2,2017-02-01,3331,35,2924,0,20180430
"MORBARK, INC.",16V740000,,Incorrect Location of Side Marker Lights/FMVSS 108,20170109,20170109,3,2017-03-01,3331,36,2864,0,20180430
"MORBARK, INC.",16V740000,,Incorrect Location of Side Marker Lights/FMVSS 108,20170109,20170109,6,2018-02-01,3331,39,2864,0,20180723
Toyota Motor Engineering & Manufacturing,16V741000,G01,Parking Brake Cable may Disengage from Lever,20161110,20161209,1,2016-04-01,91585,44071,607,0,20180131
Toyota Motor Engineering & Manufacturing,16V741000,G01,Parking Brake Cable may Disengage from Lever,20161110,20161209,2,2017-01-01,91585,69537,907,0,20180131
Toyota Motor Engineering & Manufacturing,16V741000,G01,Parking Brake Cable may Disengage from Lever,20161110,20161209,3,2017-02-01,91585,76779,907,0,20180131
Toyota Motor Engineering & Manufacturing,16V741000,G01,Parking Brake Cable may Disengage from Lever,20161110,20161209,4,2017-03-01,91585,80626,907,0,20180131
Toyota Motor Engineering & Manufacturing,16V741000,G01,Parking Brake Cable may Disengage from Lever,20161110,20161209,5,2017-04-01,91585,82823,909,0,20180131
Toyota Motor Engineering & Manufacturing,16V741000,G01,Parking Brake Cable may Disengage from Lever,20161110,20161209,6,2018-01-01,91585,84344,916,0,20180427
"Seagrave Fire Apparatus, LLC",16V743000,15V-687/RSB16-260-00,Steering may Unexpectedly Lock,20161021,20161028,1,2016-04-01,1,1,0,0,20170123
"Seagrave Fire Apparatus, LLC",16V743000,15V-687/RSB16-260-00,Steering may Unexpectedly Lock,20161021,20161028,2,2017-01-01,1,1,0,0,20170426
Newmar Corporation,16V744000,,Incorrect Wheelchair Lift Base Bolts/FMVSS 404,20161028,20161028,1,2016-04-01,114,4,0,0,20170130
Newmar Corporation,16V744000,,Incorrect Wheelchair Lift Base Bolts/FMVSS 404,20161028,20161028,2,2017-01-01,114,17,0,0,20170426
Newmar Corporation,16V744000,,Incorrect Wheelchair Lift Base Bolts/FMVSS 404,20161028,20161028,3,2017-02-01,114,49,0,0,20170727
Newmar Corporation,16V744000,,Incorrect Wheelchair Lift Base Bolts/FMVSS 404,20161028,20161028,4,2017-03-01,114,58,0,0,20171027
Newmar Corporation,16V744000,,Incorrect Wheelchair Lift Base Bolts/FMVSS 404,20161028,20161028,5,2017-04-01,114,62,0,0,20180123
Newmar Corporation,16V744000,,Incorrect Wheelchair Lift Base Bolts/FMVSS 404,20161028,20161028,6,2018-01-01,114,65,0,0,20180426
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,1,2016-04-01,56,37,0,0,20170109
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,2,2017-01-01,56,37,0,0,20170410
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,3,2017-02-01,56,40,0,0,20170710
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,4,2017-03-01,56,43,0,0,20171009
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,5,2017-04-01,56,45,0,0,20180117
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,6,2018-01-01,56,45,0,0,20180406
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,7,2018-02-01,56,48,0,0,20180725
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,8,2018-03-01,56,49,0,0,20181009
Entegra Coach,16V745000,9903325,Intermittent Power Steering Assist Loss,20161110,20161110,9,2018-04-01,56,53,0,0,20190111
"BMW of North America, LLC",16V746000,,Loose Fuel Pump Wiring may cause Stall/Fuel Leak,20170208,20170208,1,2017-01-01,136188,1867,5809,2422,20170422
"BMW of North America, LLC",16V746000,,Loose Fuel Pump Wiring may cause Stall/Fuel Leak,20170208,20170208,2,2017-02-01,136188,6505,5809,2563,20170726
"BMW of North America, LLC",16V746000,,Loose Fuel Pump Wiring may cause Stall/Fuel Leak,20170208,20170208,3,2017-03-01,136188,20672,5809,2587,20171019
"BMW of North America, LLC",16V746000,,Loose Fuel Pump Wiring may cause Stall/Fuel Leak,20170208,20170208,4,2017-04-01,136188,42875,5809,2672,20180125
"BMW of North America, LLC",16V746000,,Loose Fuel Pump Wiring may cause Stall/Fuel Leak,20170208,20170208,5,2018-01-01,136188,60589,5809,2677,20180423
"BMW of North America, LLC",16V746000,,Loose Fuel Pump Wiring may cause Stall/Fuel Leak,20170208,20170208,6,2018-02-01,136188,70374,5809,2715,20180727
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,1,2016-04-01,81,64,0,0,20170105
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,2,2017-01-01,81,72,0,0,20170406
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,3,2017-02-01,81,74,0,0,20170707
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,4,2017-03-01,81,76,0,0,20171018
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,5,2017-04-01,81,76,0,0,20180118
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,6,2018-01-01,81,76,0,0,20180405
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,7,2018-02-01,81,76,0,0,20181009
"Jayco, Inc.",16V748000,9901326,Inner Wall of Tires Rubbing Against Wheel Wells,20161110,20161110,8,2018-03-01,81,76,0,0,20190111
Chrysler (FCA US LLC),16V750000,S77,Passenger Air Bag Door May Detach,20161125,20161117,1,2016-04-01,2,1,0,0,20170124
Chrysler (FCA US LLC),16V750000,S77,Passenger Air Bag Door May Detach,20161125,20161117,2,2017-01-01,2,1,0,0,20170411
Chrysler (FCA US LLC),16V750000,S77,Passenger Air Bag Door May Detach,20161125,20161117,3,2017-02-01,2,1,0,0,20170719
Chrysler (FCA US LLC),16V750000,S77,Passenger Air Bag Door May Detach,20161125,20161117,4,2017-03-01,2,2,0,0,20171020
Chrysler (FCA US LLC),16V750000,S77,Passenger Air Bag Door May Detach,20161125,20161117,5,2017-04-01,2,2,0,0,20180116
"Forest River, Inc.",16V751000,37-10132016-0256,Incorrect Federal Tire Placard/FMVSS 110,20161118,20161118,1,2016-04-01,149,9,2,0,20170113
"Forest River, Inc.",16V751000,37-10132016-0256,Incorrect Federal Tire Placard/FMVSS 110,20161118,20161118,2,2017-01-01,149,149,0,0,20170404
"Forest River, Inc.",16V751000,37-10132016-0256,Incorrect Federal Tire Placard/FMVSS 110,20161118,20161118,3,2017-02-01,149,149,0,0,20170705
"Forest River, Inc.",16V751000,37-10132016-0256,Incorrect Federal Tire Placard/FMVSS 110,20161118,20161118,4,2017-03-01,149,149,0,0,20171003
"Forest River, Inc.",16V751000,37-10132016-0256,Incorrect Federal Tire Placard/FMVSS 110,20161118,20161118,5,2017-04-01,149,149,0,0,20180103
"Polaris Industries, Inc.",16V752000,T-16-02,Brake Fluid Leak from Overtorqued Pressure Switch,20161215,20161215,1,2016-04-01,6860,569,0,0,20170320
"Polaris Industries, Inc.",16V752000,T-16-02,Brake Fluid Leak from Overtorqued Pressure Switch,20161215,20161215,2,2017-01-01,6860,3265,0,0,20170407
"Polaris Industries, Inc.",16V752000,T-16-02,Brake Fluid Leak from Overtorqued Pressure Switch,20161215,20161215,3,2017-02-01,6860,4964,0,0,20170802
"Polaris Industries, Inc.",16V752000,T-16-02,Brake Fluid Leak from Overtorqued Pressure Switch,20161215,20161215,4,2017-03-01,6860,5640,0,0,20171017
"Polaris Industries, Inc.",16V752000,T-16-02,Brake Fluid Leak from Overtorqued Pressure Switch,20161215,20161215,5,2017-04-01,6860,5919,0,0,20180108
"Polaris Industries, Inc.",16V752000,T-16-02,Brake Fluid Leak from Overtorqued Pressure Switch,20161215,20161215,6,2018-01-01,6860,5939,0,0,20180417
Mazda North American Operations,16V753000,0316J,Turn Signals do not Cancel Automatically/FMVSS 108,20161217,20161217,1,2016-04-01,180,160,0,0,20170130
Mazda North American Operations,16V753000,0316J,Turn Signals do not Cancel Automatically/FMVSS 108,20161217,20161217,2,2017-01-01,180,177,0,0,20170523
Mazda North American Operations,16V753000,0316J,Turn Signals do not Cancel Automatically/FMVSS 108,20161217,20161217,3,2017-02-01,180,178,0,0,20170728
Mazda North American Operations,16V753000,0316J,Turn Signals do not Cancel Automatically/FMVSS 108,20161217,20161217,4,2017-03-01,180,178,0,0,20171030
Mazda North American Operations,16V753000,0316J,Turn Signals do not Cancel Automatically/FMVSS 108,20161217,20161217,5,2017-04-01,180,179,0,0,20180129
Mazda North American Operations,16V753000,0316J,Turn Signals do not Cancel Automatically/FMVSS 108,20161217,20161217,6,2018-01-01,180,179,0,0,20180425
"Polaris Industries, Inc.",16V754000,T-16-03,Fuel Line may Leak from Abrasion Against Hood,20161215,20161215,1,2016-04-01,17795,872,0,0,20170320
"Polaris Industries, Inc.",16V754000,T-16-03,Fuel Line may Leak from Abrasion Against Hood,20161215,20161215,2,2017-01-01,17795,6542,0,0,20170407
"Polaris Industries, Inc.",16V754000,T-16-03,Fuel Line may Leak from Abrasion Against Hood,20161215,20161215,3,2017-02-01,17795,11467,0,0,20170802
"Polaris Industries, Inc.",16V754000,T-16-03,Fuel Line may Leak from Abrasion Against Hood,20161215,20161215,4,2017-03-01,17795,13312,0,0,20171017
"Polaris Industries, Inc.",16V754000,T-16-03,Fuel Line may Leak from Abrasion Against Hood,20161215,20161215,5,2017-04-01,17795,14123,0,0,20180108
"Polaris Industries, Inc.",16V754000,T-16-03,Fuel Line may Leak from Abrasion Against Hood,20161215,20161215,6,2018-01-01,17795,14295,0,0,20180417
"Polaris Industries, Inc.",16V755000,T-16-06,Swing Arm may have Decreased Strength,20161215,20161215,1,2016-04-01,17572,655,0,0,20170320
"Polaris Industries, Inc.",16V755000,T-16-06,Swing Arm may have Decreased Strength,20161215,20161215,2,2017-01-01,17572,6136,0,0,20170407
"Polaris Industries, Inc.",16V755000,T-16-06,Swing Arm may have Decreased Strength,20161215,20161215,3,2017-02-01,17572,11124,0,0,20170802
"Polaris Industries, Inc.",16V755000,T-16-06,Swing Arm may have Decreased Strength,20161215,20161215,4,2017-03-01,17572,12974,0,0,20171017
"Polaris Industries, Inc.",16V755000,T-16-06,Swing Arm may have Decreased Strength,20161215,20161215,5,2017-04-01,17572,13807,0,0,20180108
"Polaris Industries, Inc.",16V755000,T-16-06,Swing Arm may have Decreased Strength,20161215,20161215,6,2018-01-01,17572,13980,0,0,20180417
Newmar Corporation,16V756000,,Incorrectly Installed Collision Mitigation Radar,20161214,20161214,1,2016-04-01,15,2,0,0,20170130
Newmar Corporation,16V756000,,Incorrectly Installed Collision Mitigation Radar,20161214,20161214,2,2017-01-01,15,4,0,0,20170426
Newmar Corporation,16V756000,,Incorrectly Installed Collision Mitigation Radar,20161214,20161214,3,2017-02-01,15,6,0,0,20170727
Newmar Corporation,16V756000,,Incorrectly Installed Collision Mitigation Radar,20161214,20161214,4,2017-03-01,15,7,0,0,20171027
Newmar Corporation,16V756000,,Incorrectly Installed Collision Mitigation Radar,20161214,20161214,5,2017-04-01,15,7,0,0,20180123
Newmar Corporation,16V756000,,Incorrectly Installed Collision Mitigation Radar,20161214,20161214,6,2018-01-01,15,7,0,0,20180426
Johnston North America,16V757000,,Hinge Cracks may cause Hopper Detachment,20161104,20161104,1,2016-04-01,214,193,0,0,20170130
Johnston North America,16V757000,,Hinge Cracks may cause Hopper Detachment,20161104,20161104,2,2017-01-01,214,214,0,0,20170428
Johnston North America,16V757000,,Hinge Cracks may cause Hopper Detachment,20161104,20161104,3,2017-02-01,214,214,0,0,20170725
Johnston North America,16V757000,,Hinge Cracks may cause Hopper Detachment,20161104,20161104,4,2017-03-01,214,214,0,0,20171030
Johnston North America,16V757000,,Hinge Cracks may cause Hopper Detachment,20161104,20161104,5,2017-04-01,214,214,0,0,20180129
Johnston North America,16V757000,,Hinge Cracks may cause Hopper Detachment,20161104,20161104,6,2018-01-01,214,214,0,0,20180430
"Mercedes-Benz USA, LLC.",16V758000,2016100001,Fuel System Failure due to Wiring Harness Damage,20161028,20161028,1,2016-04-01,6858,3932,0,0,20170110
"Mercedes-Benz USA, LLC.",16V758000,2016100001,Fuel System Failure due to Wiring Harness Damage,20161028,20161028,2,2017-01-01,6858,5388,0,0,20170428
"Mercedes-Benz USA, LLC.",16V758000,2016100001,Fuel System Failure due to Wiring Harness Damage,20161028,20161028,3,2017-02-01,6858,5948,0,0,20170718
"Mercedes-Benz USA, LLC.",16V758000,2016100001,Fuel System Failure due to Wiring Harness Damage,20161028,20161028,4,2017-03-01,6858,6354,0,0,20171012
"Mercedes-Benz USA, LLC.",16V758000,2016100001,Fuel System Failure due to Wiring Harness Damage,20161028,20161028,5,2017-04-01,6858,6594,0,0,20180130
"Mercedes-Benz USA, LLC.",16V758000,2016100001,Fuel System Failure due to Wiring Harness Damage,20161028,20161028,6,2018-01-01,6858,6663,0,0,20180426
"Mercedes-Benz USA, LLC.",16V759000,2016100003,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,1,2016-04-01,2215,659,0,0,20170428
"Mercedes-Benz USA, LLC.",16V759000,2016100003,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,2,2017-01-01,2215,1420,0,0,20170428
"Mercedes-Benz USA, LLC.",16V759000,2016100003,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,3,2017-02-01,2215,1655,0,0,20170718
"Mercedes-Benz USA, LLC.",16V759000,2016100003,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,4,2017-03-01,2215,1830,0,0,20171012
"Mercedes-Benz USA, LLC.",16V759000,2016100003,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,5,2017-04-01,2215,2016,0,0,20180116
"Mercedes-Benz USA, LLC.",16V759000,2016100003,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,6,2018-01-01,2215,2070,0,0,20180427
"Mercedes-Benz USA, LLC.",16V760000,2016100004,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,1,2016-04-01,996,268,0,0,20170110
"Mercedes-Benz USA, LLC.",16V760000,2016100004,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,2,2017-01-01,996,654,0,0,20170428
"Mercedes-Benz USA, LLC.",16V760000,2016100004,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,3,2017-02-01,996,762,0,0,20170718
"Mercedes-Benz USA, LLC.",16V760000,2016100004,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,4,2017-03-01,996,820,0,0,20171012
"Mercedes-Benz USA, LLC.",16V760000,2016100004,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,5,2017-04-01,996,882,0,0,20180116
"Mercedes-Benz USA, LLC.",16V760000,2016100004,Low-Beam Headlights out of Adjustment/FMVSS 108,20161202,20161202,6,2018-01-01,996,922,0,0,20180426
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,1,2016-04-01,671,51,0,0,20170106
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,2,2017-01-01,634,126,0,0,20170406
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,3,2017-02-01,634,174,0,0,20170718
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,4,2017-03-01,634,201,0,0,20171005
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,5,2017-04-01,634,222,0,0,20180117
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,6,2018-01-01,634,233,0,0,20180406
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,7,2018-02-01,634,268,0,0,20180808
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,8,2018-03-01,634,292,0,0,20181009
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,9,2018-04-01,634,305,0,0,20190111
Entegra Coach,16V761000,9903329,Tempurpedic Mattress may Burn Quickly/FMVSS 302,20161103,20180418,10,2019-01-01,634,320,0,0,20190404
"Forest River, Inc.",16V762000,20-10112016-0255,Mislabeled Axle Capacity,20161103,20161103,1,2016-04-01,8,8,0,0,20161118
"Forest River, Inc.",16V762000,20-10112016-0255,Mislabeled Axle Capacity,20161103,20161103,2,2017-01-01,8,8,0,0,20170404
"Forest River, Inc.",16V762000,20-10112016-0255,Mislabeled Axle Capacity,20161103,20161103,3,2017-02-01,8,8,0,0,20170720
"Forest River, Inc.",16V762000,20-10112016-0255,Mislabeled Axle Capacity,20161103,20161103,4,2017-03-01,8,8,0,0,20171020
"Kaufman Trailers of NE, Inc.",16V764000,,Spring Eye may Break Allowing Axle to Move,20161024,20161028,1,2016-04-01,125,26,22,0,20161229
"Kaufman Trailers of NE, Inc.",16V764000,,Spring Eye may Break Allowing Axle to Move,20161024,20161028,2,2017-01-01,125,53,22,0,20170428
"Kaufman Trailers of NE, Inc.",16V764000,,Spring Eye may Break Allowing Axle to Move,20161024,20161028,3,2017-02-01,127,82,0,0,20170628
Kovatch Mobile Equipment Corp.,16V767000,,Separation of Aerial Water Way Trolley,20161201,20161201,1,2016-04-01,54,14,0,0,20170111
Kovatch Mobile Equipment Corp.,16V767000,,Separation of Aerial Water Way Trolley,20161201,20161201,2,2017-01-01,54,54,0,0,20170426
Newmar Corporation,16V768000,,Entry/Exit Steps May Retract Unexpectedly,20161208,20161209,1,2016-04-01,42,0,0,0,20170130
Newmar Corporation,16V768000,,Entry/Exit Steps May Retract Unexpectedly,20161208,20161209,2,2017-01-01,42,4,0,0,20170426
Newmar Corporation,16V768000,,Entry/Exit Steps May Retract Unexpectedly,20161208,20161209,3,2017-02-01,42,25,0,0,20170727
Newmar Corporation,16V768000,,Entry/Exit Steps May Retract Unexpectedly,20161208,20161209,4,2017-03-01,42,29,0,0,20171027
Newmar Corporation,16V768000,,Entry/Exit Steps May Retract Unexpectedly,20161208,20161209,5,2017-04-01,42,36,0,0,20180123
Newmar Corporation,16V768000,,Entry/Exit Steps May Retract Unexpectedly,20161208,20161209,6,2018-01-01,42,39,0,0,20180426
"ARBOC Specialty Vehicles, LLC",16V769000,,Engine can be Started while being Serviced,20161104,20161104,1,2016-04-01,18,2,0,0,20170102
"ARBOC Specialty Vehicles, LLC",16V769000,,Engine can be Started while being Serviced,20161104,20161104,2,2017-01-01,18,5,0,0,20170403
"ARBOC Specialty Vehicles, LLC",16V769000,,Engine can be Started while being Serviced,20161104,20161104,3,2017-02-01,18,10,0,0,20170629
"ARBOC Specialty Vehicles, LLC",16V769000,,Engine can be Started while being Serviced,20161104,20161104,4,2017-03-01,18,11,0,0,20171002
"ARBOC Specialty Vehicles, LLC",16V769000,,Engine can be Started while being Serviced,20161104,20161104,5,2017-04-01,18,13,0,0,20180102
"ARBOC Specialty Vehicles, LLC",16V769000,,Engine can be Started while being Serviced,20161104,20161104,6,2018-01-01,18,17,0,0,20180402
Kia Motors America,16V770000,SC140,Inadequately Welded Driver Seatback Frame,20161209,20161209,1,2016-04-01,1408,271,0,0,20170119
Kia Motors America,16V770000,SC140,Inadequately Welded Driver Seatback Frame,20161209,20161209,2,2017-01-01,1408,668,31,4,20170417
Kia Motors America,16V770000,SC140,Inadequately Welded Driver Seatback Frame,20161209,20161209,3,2017-02-01,1408,846,31,4,20170711
Kia Motors America,16V770000,SC140,Inadequately Welded Driver Seatback Frame,20161209,20161209,4,2017-03-01,1408,916,32,4,20171019
Kia Motors America,16V770000,SC140,Inadequately Welded Driver Seatback Frame,20161209,20161209,5,2017-04-01,1408,973,33,5,20180112
Kia Motors America,16V770000,SC140,Inadequately Welded Driver Seatback Frame,20161209,20161209,6,2018-01-01,1408,1022,33,5,20180416
East Manufacturing Corp.,16V771000,16E-066,Rivet Failure may Cause RAD to Detach,20160906,20161028,1,2016-03-01,20,0,0,0,20170104
East Manufacturing Corp.,16V771000,16E-066,Rivet Failure may Cause RAD to Detach,20160906,20161028,2,2016-04-01,20,5,0,0,20170104
East Manufacturing Corp.,16V771000,16E-066,Rivet Failure may Cause RAD to Detach,20160906,20161028,3,2017-01-01,20,11,0,0,20170419
East Manufacturing Corp.,16V771000,16E-066,Rivet Failure may Cause RAD to Detach,20160906,20161028,4,2017-02-01,20,11,0,0,20170705
East Manufacturing Corp.,16V771000,16E-066,Rivet Failure may Cause RAD to Detach,20160906,20161028,5,2017-03-01,20,11,0,0,20171121
East Manufacturing Corp.,16V771000,16E-066,Rivet Failure may Cause RAD to Detach,20160906,20161028,6,2017-04-01,20,11,0,0,20180206
"Jayco, Inc.",16V772000,9901330,Axles Underrated for Trailer Capacity,20161025,20161025,1,2016-04-01,30,23,0,0,20170105
"Jayco, Inc.",16V772000,9901330,Axles Underrated for Trailer Capacity,20161025,20161025,2,2017-01-01,30,27,0,0,20170406
"Jayco, Inc.",16V772000,9901330,Axles Underrated for Trailer Capacity,20161025,20161025,3,2017-02-01,30,28,0,0,20170707
"Jayco, Inc.",16V772000,9901330,Axles Underrated for Trailer Capacity,20161025,20161025,4,2017-03-01,30,29,0,0,20171005
"Jayco, Inc.",16V772000,9901330,Axles Underrated for Trailer Capacity,20161025,20161025,5,2017-04-01,30,29,0,0,20180118
"Jayco, Inc.",16V772000,9901330,Axles Underrated for Trailer Capacity,20161025,20161025,6,2018-01-01,30,30,0,0,20180405
Newmar Corporation,16V773000,,Wardrobe Slide Out may Extend Unexpectedly,20161216,20161219,1,2016-04-01,19,1,0,0,20170130
Newmar Corporation,16V773000,,Wardrobe Slide Out may Extend Unexpectedly,20161216,20161219,2,2017-01-01,19,6,0,0,20170426
Newmar Corporation,16V773000,,Wardrobe Slide Out may Extend Unexpectedly,20161216,20161219,3,2017-02-01,19,8,0,0,20170727
Newmar Corporation,16V773000,,Wardrobe Slide Out may Extend Unexpectedly,20161216,20161219,4,2017-03-01,19,11,0,0,20171027
Newmar Corporation,16V773000,,Wardrobe Slide Out may Extend Unexpectedly,20161216,20161219,5,2017-04-01,19,12,0,0,20180123
Newmar Corporation,16V773000,,Wardrobe Slide Out may Extend Unexpectedly,20161216,20161219,6,2018-01-01,19,13,0,0,20180426
"Forest River, Inc.",16V774000,55-10162016-0257,Carbon Monoxide Leak from Missing Cable Tie,20161121,20161122,1,2016-04-01,156,13,1,0,20170118
"Forest River, Inc.",16V774000,55-10162016-0257,Carbon Monoxide Leak from Missing Cable Tie,20161121,20161122,2,2017-01-01,156,32,2,0,20170419
